date,total_events,avg_goldstein,protest_events,conflict_events,govt_events
2016-04-28,89105,0.580069580831603,2038,5483,9226
2016-04-29,84170,0.54671260544136868,2286,4981,8595
2016-04-30,51729,0.51127027392758329,1369,3376,5184
2016-05-01,45066,0.64423486596840118,1213,2849,4511
2016-05-02,73505,0.52946194136453339,2049,4784,7437
2016-05-03,87729,0.51458240718576476,2122,5746,8923
2016-05-04,87512,0.54317922113538675,2078,5900,8694
2016-05-05,87274,0.653034122419049,2035,5067,8935
2016-05-06,82217,0.54618023036598229,1796,5405,8441
2016-05-07,50378,0.33527473400031771,1158,3841,4953
2016-05-08,42912,0.39953392990305814,894,3329,4237
2016-05-09,70559,0.55397403554522628,1583,4599,7029
2016-05-10,83748,0.51796699622677556,1825,5385,8435
2016-05-11,87542,0.55779968472276109,2064,5601,8850
2016-05-12,88494,0.553239767667864,2094,5654,9333
2016-05-13,84859,0.54608821692454512,1821,5211,8679
2016-05-14,53617,0.48576384355708108,1125,3578,5228
2016-05-15,43070,0.66923844903645313,923,2761,4307
2016-05-16,69783,0.58624020176833891,1569,4474,7065
2016-05-17,87539,0.56741909320417228,2009,5269,8684
