date,total_mentions,avg_tone
2015-04-10,851446,-2.4462854135381837
2015-04-11,593325,-2.6581980958723879
2015-04-12,562057,-2.6362598806748081
2015-04-13,801768,-2.5238669868870995
2015-04-14,943085,-2.6500572015626727
2015-04-15,918769,-2.528919250057247
2015-04-16,863729,-2.4901071606486189
2015-04-17,851773,-2.6746741205429485
2015-04-18,559753,-2.887716180194329
2015-04-19,510205,-2.6157004215646769
2015-04-20,872961,-2.8476067014969111
2015-04-21,924160,-2.9092849912450212
2015-04-22,1019908,-2.7611020261049277
2015-04-23,1049494,-2.9376075020716672
2015-04-24,1026436,-3.0206567398145374
2015-04-25,675322,-3.0666734318622444
2015-04-26,610884,-2.5986388942870877
2015-04-27,901235,-2.6681593458727244
2015-04-28,1007662,-2.7556002358076017
2015-04-29,971294,-2.4101360707799109
2015-04-30,1006225,-2.6963857786000189
2015-05-01,843404,-2.985522205603298
2015-05-02,637683,-3.1156118350517987
2015-05-03,545875,-2.8945513459731109
2015-05-04,867143,-2.6637370626604198
2015-05-05,933509,-2.6212094380644038
2015-05-06,966182,-2.5896598816227834
2015-05-07,918940,-2.3971021960289667
2015-05-08,887083,-2.3481772989696927
2015-05-09,598705,-2.5096370003496653
2015-05-10,573261,-2.5056047413759215
2015-05-11,914031,-2.4611474369614266
2015-05-12,1026398,-2.7598978063411646
2015-05-13,1079491,-2.7867161442063515
2015-05-14,1026980,-2.5972341606392448
2015-05-15,865432,-2.6121978511688679
2015-05-16,581338,-2.9007007278734367
2015-05-17,551614,-2.9241728990062295
2015-05-18,867930,-2.8107267720044731
2015-05-19,920681,-2.5895864555398922
2015-05-20,1022437,-2.8361040976520187
2015-05-21,1040916,-2.8422310288054189
2015-05-22,963213,-2.7815479432844987
2015-05-23,600993,-2.723300582583426
2015-05-24,597719,-2.795548249723022
2015-05-25,754798,-2.7410819970161557
2015-05-26,948869,-2.73533274758787
2015-05-27,890812,-2.7119330062110167
2015-05-28,838740,-2.415905531752371
2015-05-29,892036,-2.8381201778540444
2015-05-30,574019,-3.0831341580097105
2015-05-31,488893,-2.5983542814884668
2015-06-01,752659,-2.4536835461980226
2015-06-02,857414,-2.3414584945053325
2015-06-03,874483,-2.6131474309230569
2015-06-04,870103,-2.6612308010669539
2015-06-05,850612,-2.741100173657085
2015-06-06,573020,-2.8046866045080985
2015-06-07,555199,-2.4095518532525237
2015-06-08,837124,-2.4664440026584438
2015-06-09,949969,-2.5661746727094741
2015-06-10,960656,-2.5569406632973486
2015-06-11,949430,-2.6531263985007305
2015-06-12,884879,-2.8010618206293536
2015-06-13,562455,-2.4711516401464428
2015-06-14,563612,-2.8829535905357715
2015-06-15,905617,-2.94410129607076
2015-06-16,970626,-2.9283241672708571
2015-06-17,950688,-2.7682733314176557
2015-06-18,1054663,-3.0191186907413661
2015-06-19,924174,-3.0007477951991191
2015-06-20,559910,-2.8187144155186958
2015-06-21,595520,-2.5448199556815609
2015-06-22,978373,-2.8065244371385654
2015-06-23,1040105,-2.6287322341020989
2015-06-24,1070465,-2.5066948603272445
2015-06-25,967736,-2.6587394746448636
2015-06-26,1088289,-3.0500602682350264
2015-06-27,719029,-2.77277134135722
2015-06-28,613302,-2.5674238280509263
2015-06-29,937312,-2.8119028660898184
2015-06-30,967980,-2.5229470054476053
2015-07-01,1056204,-2.55046120724878
2015-07-02,924402,-2.6378361046373451
2015-07-03,797630,-2.5455495461911624
2015-07-04,609126,-2.3478672009170176
2015-07-05,750831,-2.1035466065181843
2015-07-06,1242896,-1.8728642966542048
2015-07-07,1273880,-2.09089496177341
2015-07-08,1200927,-2.3219206382763917
2015-07-09,1224734,-2.3348826276853965
2015-07-10,1172220,-2.3503604411839336
2015-07-11,799569,-2.5016264236217833
2015-07-12,687076,-2.0570737299280411
2015-07-13,1035657,-2.1393469404198386
2015-07-14,1240268,-2.4487966455551393
2015-07-15,1145535,-2.2336652443591554
2015-07-16,1057133,-2.3491468591993048
2015-07-17,971106,-2.6511683295818211
2015-07-18,622010,-2.5670131558883114
2015-07-19,577110,-2.4464103661015568
2015-07-20,937823,-2.1852473229843197
2015-07-21,992366,-2.377892854872623
2015-07-22,944269,-2.5721161750358963
2015-07-23,999385,-2.5505836479399644
2015-07-24,1010596,-2.8958950805270911
2015-07-25,720181,-2.6817030081544639
2015-07-26,602136,-2.7749002909901366
2015-07-27,910964,-2.6792687550493195
2015-07-28,1039962,-2.5929979635598532
2015-07-29,1087486,-2.7775185926327146
2015-07-30,1037444,-2.8365619332844232
2015-07-31,953256,-2.7830734664913637
2015-08-01,706076,-2.6674926998477528
2015-08-02,621249,-2.7717677121956856
2015-08-03,881658,-2.65229802395113
2015-08-04,925966,-2.7158531855364108
2015-08-05,976434,-2.4879349041654129
2015-08-06,999623,-2.5966869776976487
2015-08-07,963194,-2.7791764903667193
2015-08-08,653036,-3.7116196155432433
2015-08-09,553192,-3.2932898541066025
2015-08-10,869148,-3.2421922146490778
2015-08-11,943295,-2.9177911334630782
2015-08-12,971385,-2.6694739153518148
2015-08-13,976017,-2.7477364796967896
2015-08-14,908860,-2.370743553392944
2015-08-15,613540,-2.7040685983441106
2015-08-16,543461,-2.856655701725141
2015-08-17,830311,-2.7217869586272356
2015-08-18,970131,-2.6790330510969143
2015-08-19,993749,-2.7824432048876049
2015-08-20,971628,-2.9043600041200222
2015-08-21,941742,-2.9077776361295493
2015-08-22,702129,-3.1035630040745188
2015-08-23,777425,-2.583521445353361
2015-08-24,895534,-2.8261145994116039
2015-08-25,934290,-2.8086200090417672
2015-08-26,1011648,-2.7698608279011188
2015-08-27,962589,-2.6074770340336251
2015-08-28,918922,-2.7463985576445569
2015-08-29,744088,-3.4273076436911909
2015-08-30,587848,-2.8252962250487506
2015-08-31,924800,-2.8002263518474679
2015-09-01,1010678,-2.8185786331637721
2015-09-02,1034421,-2.6419726225617826
2015-09-03,1132095,-2.8712215847840525
2015-09-04,1073326,-2.8273695388218942
2015-09-05,764589,-2.8587779799794708
2015-09-06,656298,-2.7750627840726696
2015-09-07,964972,-2.6306018769624089
2015-09-08,1193407,-2.713923668836951
2015-09-09,1130213,-2.4950906957102212
2015-09-10,1091536,-2.5479538566029731
2015-09-11,1037887,-2.6574057941744269
2015-09-12,683790,-2.5811456730166595
2015-09-13,641244,-2.6622700691473549
2015-09-14,1064946,-2.7841228127771216
2015-09-15,1144848,-2.748820672424793
2015-09-16,1222896,-2.9138330308910705
2015-09-17,1199435,-2.7933398005403456
2015-09-18,1047140,-2.6887659119925882
2015-09-19,781561,-2.5833581347732606
2015-09-20,733622,-1.989118318691252
2015-09-21,1098771,-2.0961962268390519
2015-09-22,1253702,-2.0480425833185305
2015-09-23,1171683,-1.7830569395166289
2015-09-24,1068723,-1.9657981774733293
2015-09-25,1008655,-2.1786114734432145
2015-09-26,733446,-2.2052605096826459
2015-09-27,725413,-2.0966599947148281
2015-09-28,980501,-2.26729106073698
2015-09-29,1080255,-2.3600658194124593
2015-09-30,1240976,-2.3532410516998619
2015-10-01,1189708,-2.6770011156326063
2015-10-02,1208669,-3.0755281059766442
2015-10-03,695048,-2.9789827369797233
2015-10-04,678845,-3.1466333355087972
2015-10-05,964436,-2.587817785751648
2015-10-06,1101145,-2.6516813314467806
2015-10-07,1124272,-2.6373834546278485
2015-10-08,1082189,-2.4511197598499836
2015-10-09,1114118,-2.8383907066522425
2015-10-10,768743,-3.2093367923230423
2015-10-11,701116,-3.256172926469949
2015-10-12,934354,-2.9118817045269125
2015-10-13,1085273,-2.8953655320547687
2015-10-14,1141192,-2.7076428860288133
2015-10-15,1142104,-2.5155284085890588
2015-10-16,1104403,-2.7444741399279131
2015-10-17,734632,-3.2773040501100232
2015-10-18,675190,-2.8507424045286629
2015-10-19,955833,-2.5015141494457014
2015-10-20,1107486,-2.4839346213337254
2015-10-21,164633,-1.6827666241384422
2015-10-22,74447,-2.7616658035812716
2015-10-23,1148286,-2.809245662902156
2015-10-24,708884,-2.920758660333445
2015-10-25,645244,-2.4461973193598148
2015-10-26,934962,-2.4312725661019878
2015-10-27,1123679,-2.3650592118804217
2015-10-28,1111456,-2.4391835997838935
2015-10-29,1107181,-2.5533885233898626
2015-10-30,1064745,-2.7645227484249215
2015-10-31,700982,-2.7356120632744689
2015-11-01,684018,-2.8478429668618994
2015-11-02,942044,-2.3561534690015611
2015-11-03,1014607,-2.6141810794081755
2015-11-04,1142795,-2.5452699266229755
2015-11-05,1181490,-2.5856296720935594
2015-11-06,1132328,-2.458959444641057
2015-11-07,695074,-2.4352507903366223
2015-11-08,611609,-2.2803725394981798
2015-11-09,966175,-2.0935022311349347
2015-11-10,1042175,-2.2875500215821125
2015-11-11,1084613,-2.2651503863443776
2015-11-12,1057423,-2.1741728533639506
2015-11-13,1017961,-2.5407143022208825
2015-11-14,772409,-4.0877739992921134
2015-11-15,729328,-3.9289319502834315
2015-11-16,1078427,-3.5457746104739472
2015-11-17,986373,-3.0497552835703439
2015-11-18,1141613,-3.06112511121761
2015-11-19,1199800,-3.445842788100423
2015-11-20,1187535,-3.0043424011481448
2015-11-21,783304,-3.5284467172871192
2015-11-22,660516,-3.2269006998443057
2015-11-23,960119,-2.7769833486241646
2015-11-24,1275010,-3.1142374697059352
2015-11-25,1285225,-3.1361155356079968
2015-11-26,985963,-2.8065156137732794
2015-11-27,933885,-2.947382355402123
2015-11-28,695868,-2.9762505942297133
2015-11-29,649549,-2.677914293065244
2015-11-30,982660,-2.4292315433993843
2015-12-01,1064677,-2.5044147352865602
2015-12-02,1092390,-2.532661357406794
2015-12-03,1258358,-3.2751497284258186
2015-12-04,1086495,-2.6589215946890752
2015-12-05,729346,-2.842791311270044
2015-12-06,639917,-2.650338626308899
2015-12-07,980821,-2.5702149776755827
2015-12-08,1022807,-2.6654305045105491
2015-12-09,1140196,-2.611786637023783
2015-12-10,1073822,-2.4744167742515724
2015-12-11,1003617,-2.5906461419371554
2015-12-12,707640,-2.5759943754650623
2015-12-13,565693,-2.2499402969537625
2015-12-14,896978,-2.54860378195055
2015-12-15,1027834,-2.5597695610348894
2015-12-16,1071905,-2.793303703764451
2015-12-17,981302,-2.4411429444586763
2015-12-18,935779,-2.4526649877023585
2015-12-19,632532,-2.4571180767418479
2015-12-20,585737,-2.8024545909984968
2015-12-21,807327,-2.5560351565984227
2015-12-22,856338,-2.8601583534881572
2015-12-23,850658,-2.8998803319146051
2015-12-24,718863,-2.9150072276832546
2015-12-25,522696,-2.4928378547776626
2015-12-26,492812,-3.1989842478035779
2015-12-27,473165,-3.0093750364248377
2015-12-28,688781,-2.7506213680677161
2015-12-29,755760,-3.0883037235782616
2015-12-30,764896,-3.0164562091117322
2015-12-31,729732,-3.0141783540946712
2016-01-01,481016,-2.7686152568470734
2016-01-02,520236,-3.8106312110694889
2016-01-03,659426,-4.5229693485695028
2016-01-04,965422,-3.5829719590114264
2016-01-05,1057008,-3.369090886483987
2016-01-06,983484,-2.6907692663296321
2016-01-07,973067,-2.926840618739774
2016-01-08,932098,-3.2595832392277635
2016-01-09,701441,-3.53693381143035
2016-01-10,615318,-2.6783997403649575
2016-01-11,834473,-2.4271036436419964
2016-01-12,986523,-2.9500256205902118
2016-01-13,1173581,-2.839290802196516
2016-01-14,1053434,-2.936963763623146
2016-01-15,974324,-2.7974301778521649
2016-01-16,840374,-2.9985403976038136
2016-01-17,772056,-2.6123104759596742
2016-01-18,983331,-2.4547855805714383
2016-01-19,982237,-2.3747389506421888
2016-01-20,1114020,-2.7247514609025392
2016-01-21,1105112,-2.6364525533476937
2016-01-22,1013148,-2.6132859280711811
2016-01-23,689897,-2.5965525618025684
2016-01-24,606117,-2.1712535233950754
2016-01-25,856068,-2.369812222048004
2016-01-26,999527,-2.406059548231811
2016-01-27,1147628,-2.6995583037925117
2016-01-28,1085041,-2.5203820832434052
2016-01-29,965665,-2.5135577473980266
2016-01-30,700653,-2.5378070911902681
2016-01-31,647716,-2.8524400252468904
2016-02-01,970882,-2.4188195335439726
2016-02-02,1116979,-2.1168025244130657
2016-02-03,1107989,-2.568888817688598
2016-02-04,1162860,-2.66334028594464
2016-02-05,1094666,-2.7002650899679104
2016-02-06,757298,-2.939592338827361
2016-02-07,729690,-2.5932267822592929
2016-02-08,956522,-2.4535329540559241
2016-02-09,1031847,-2.5139766241419927
2016-02-10,1101009,-2.21202818006898
2016-02-11,1201845,-2.6785947051174586
2016-02-12,1201906,-2.5971685666170292
2016-02-13,882262,-2.2526941864111363
2016-02-14,731157,-2.2243595991537526
2016-02-15,1003780,-2.3874194141019225
2016-02-16,1188496,-2.4585323781527246
2016-02-17,1194844,-2.4832070917315878
2016-02-18,1246709,-2.6728994337934684
2016-02-19,1153668,-2.5208782839367787
2016-02-20,805854,-2.5479769102652496
2016-02-21,794950,-2.5629645640253687
2016-02-22,1003594,-2.5935438024111179
2016-02-23,1141026,-2.6587544025420446
2016-02-24,1172933,-2.5414525630614242
2016-02-25,1129690,-2.52648513879774
2016-02-26,1127973,-2.7701073083860943
2016-02-27,751896,-2.6938481958362686
2016-02-28,705343,-2.5581062239323824
2016-02-29,979803,-2.4423374835474365
2016-03-01,1086517,-2.4956620881573945
2016-03-02,1194092,-2.0299364595638316
2016-03-03,1132054,-2.531040640097507
2016-03-04,1078113,-2.5486486618131718
2016-03-05,684413,-2.3422239660845929
2016-03-06,659749,-2.3317419437199387
2016-03-07,1057703,-2.6420323740029024
2016-03-08,1102046,-2.6214861441119583
2016-03-09,1160419,-2.3405657120339605
2016-03-10,1075472,-2.4398109380928679
2016-03-11,1034118,-2.3791571581844231
2016-03-12,746892,-2.7230377400246426
2016-03-13,653523,-2.6810093292712192
2016-03-14,1027092,-2.8576903534173823
2016-03-15,1136871,-2.602591157290016
2016-03-16,1119777,-2.3151688867787215
2016-03-17,1044457,-2.3700423352364122
2016-03-18,1036008,-2.701464613922901
2016-03-19,697401,-3.3807948217479891
2016-03-20,663221,-2.8388250525229197
2016-03-21,993302,-2.308809711610039
2016-03-22,1169111,-3.2760034828514444
2016-03-23,1168285,-3.0179728345350219
2016-03-24,1109701,-3.2656539278782777
2016-03-25,967552,-3.5061471776165005
2016-03-26,629033,-3.0923502452997744
2016-03-27,635313,-2.9862676589880719
2016-03-28,908364,-3.1543389625667553
2016-03-29,1082904,-2.8884793628634151
2016-03-30,1056038,-2.6091396117983
2016-03-31,1070171,-2.7251707501311033
2016-04-01,1000450,-2.56699567586535
2016-04-02,702358,-3.1570472926173183
2016-04-03,640049,-3.0530654299242177
2016-04-04,963602,-2.7507119091333156
2016-04-05,1053268,-2.6403540097834566
2016-04-06,1078016,-2.3440322056217666
2016-04-07,1121604,-2.3216140511937504
2016-04-08,1084289,-2.4625536614076027
2016-04-09,767291,-2.6374842865810142
2016-04-10,689524,-2.7805285960122794
2016-04-11,963610,-2.4567386900454498
2016-04-12,1035189,-2.4871463207230553
2016-04-13,1095295,-2.5638364147099639
2016-04-14,1036549,-2.3337329979563144
2016-04-15,1055215,-2.4847626760193209
2016-04-16,782987,-2.5127818664239996
2016-04-17,680957,-2.5205200207232745
2016-04-18,1016923,-2.6538994078065548
2016-04-19,1021699,-2.6916705597877462
2016-04-20,1152566,-2.300731531998943
2016-04-21,1088899,-2.040440390596499
2016-04-22,1070665,-1.7797929788660158
2016-04-23,743885,-2.1956544975206138
2016-04-24,684724,-1.9209028116282558
2016-04-25,1082120,-2.1123039169397568
2016-04-26,1163711,-2.2634286507317998
2016-04-27,1107350,-2.1599572085818353
2016-04-28,1128850,-2.510616861535572
2016-04-29,1066308,-2.4578436963090873
2016-04-30,690091,-2.5531190333225364
2016-05-01,671864,-2.3714916661298937
2016-05-02,972976,-2.2447893384877191
2016-05-03,1135718,-2.4210120142123572
2016-05-04,1171429,-2.2592431034851463
2016-05-05,1066987,-2.2473931852161995
2016-05-06,1036766,-2.2991531576643136
2016-05-07,684035,-2.513749258529435
2016-05-08,626668,-2.5974253342535207
2016-05-09,983181,-2.3064372954286907
2016-05-10,1159300,-2.447214932817587
2016-05-11,1137221,-2.2543667140517512
2016-05-12,1149340,-2.3228160366216049
2016-05-13,1090772,-2.3703834434889628
2016-05-14,711916,-2.5427198359590886
2016-05-15,627698,-2.4527951587165124
2016-05-16,872760,-2.2294987904287611
2016-05-17,1102702,-2.2470880611240478
2016-05-18,1121838,-2.0988278121562529
2016-05-19,1278102,-2.4493749784575933
2016-05-20,1177235,-2.5580931192861422
2016-05-21,700160,-2.3753474315994079
2016-05-22,708586,-2.2281834713495257
2016-05-23,1141047,-2.3566874538754785
2016-05-24,1222239,-2.4679141165666656
2016-05-25,1222483,-2.3993613474402467
2016-05-26,1180032,-2.172783416563135
2016-05-27,1106660,-2.2561977114819611
2016-05-28,733908,-2.1943293841961293
2016-05-29,643029,-2.276442759288674
2016-05-30,862061,-2.25625097397018
2016-05-31,1080791,-2.486649670731742
2016-06-01,1117758,-2.3827704203659246
2016-06-02,1095451,-2.4615932759666919
2016-06-03,1085229,-2.4143921155170762
2016-06-04,749414,-2.1534381580231856
2016-06-05,613518,-2.1897519496286448
2016-06-06,992574,-2.2571715624047393
2016-06-07,1097093,-2.3207150726613204
2016-06-08,1144752,-2.1744906777489987
2016-06-09,1151576,-2.4530710233602213
2016-06-10,997946,-2.2862455934300656
2016-06-11,610510,-2.2885807255069772
2016-06-12,637529,-3.1154933304686847
2016-06-13,1101245,-3.2610457604958341
2016-06-14,1250435,-2.9036086852382414
2016-06-15,1235257,-2.522857973194768
2016-06-16,1136025,-2.6515263703531726
2016-06-17,1096506,-2.4374402430989277
2016-06-18,702190,-2.5198776669496539
2016-06-19,614494,-2.3549477109534687
2016-06-20,1017744,-2.6871446188084791
2016-06-21,1099709,-2.5645960822887206
2016-06-22,1129885,-2.2475828554088548
2016-06-23,1161354,-2.4780938733679712
2016-06-24,1071079,-1.8743688289810263
2016-06-25,720856,-2.1813191848361915
2016-06-26,678226,-2.1113963811686633
2016-06-27,1091973,-2.0705903257578879
2016-06-28,1146003,-2.2558489231436893
2016-06-29,1358126,-3.2123092890414595
2016-06-30,1141706,-2.8341446568365964
2016-07-01,1027969,-2.72399172622613
2016-07-02,829711,-3.4581061419378569
2016-07-03,652165,-2.9422502991309423
2016-07-04,915681,-2.5867377417146757
2016-07-05,1054113,-2.4131452190783396
2016-07-06,1058305,-2.6143248172779696
2016-07-07,1139376,-2.4524121390140374
2016-07-08,1441215,-3.6087781953766949
2016-07-09,924961,-3.0493469163599443
2016-07-10,832999,-2.9987117749526568
2016-07-11,1168927,-2.9988126614276469
2016-07-12,1358742,-2.8184521640874487
2016-07-13,1234664,-2.3109149508872147
2016-07-14,1137787,-2.0795536333936897
2016-07-15,1187278,-2.7399912202861247
2016-07-16,1240248,-2.7425545970137337
2016-07-17,851039,-3.4220137706841749
2016-07-18,1287122,-3.3187213650930616
2016-07-19,1181892,-2.7319901700798956
2016-07-20,1204584,-2.4875765279702411
2016-07-21,1224157,-2.3461624908712433
2016-07-22,1179999,-2.6003394965873863
2016-07-23,851476,-3.2049883737369442
2016-07-24,689395,-2.8172419535177036
2016-07-25,1084525,-2.7926480457820748
2016-07-26,1161457,-2.7824657666008541
2016-07-27,1206148,-2.553323018753539
2016-07-28,1169141,-2.4560865837328838
2016-07-29,1142764,-2.5649097361465176
2016-07-30,726153,-2.8522189478524993
2016-07-31,637066,-2.6223388927820683
2016-08-01,1002533,-2.6924634421251556
2016-08-02,1052522,-2.5760847890138057
2016-08-03,1097235,-2.5190237797927129
2016-08-04,1073058,-2.7615995930726691
2016-08-05,938568,-2.8382001526853378
2016-08-06,583423,-2.7488401937421933
2016-08-07,544505,-2.5947346497884749
2016-08-08,907958,-2.9186148325430104
2016-08-09,1008223,-2.745275769294047
2016-08-10,1028788,-2.7186011317680632
2016-08-11,1046602,-2.8344224447606625
2016-08-12,990817,-2.7742679015341531
2016-08-13,699105,-2.8564638116149315
2016-08-14,631847,-3.2114052146041412
2016-08-15,952695,-3.0353112797811868
2016-08-16,1103638,-2.9120502997375053
2016-08-17,1088422,-2.6948429707265142
2016-08-18,1010525,-2.6922023143549616
2016-08-19,999533,-2.5923905701045458
2016-08-20,643407,-2.69574144132916
2016-08-21,644230,-3.4335647479696951
2016-08-22,1015842,-2.656609307760188
2016-08-23,1135796,-2.5621269527999719
2016-08-24,1297948,-2.5001168289761413
2016-08-25,1345430,-2.39813255413456
2016-08-26,1209703,-2.7967404939387559
2016-08-27,768562,-2.6948924243077204
2016-08-28,703718,-2.5544499368437372
2016-08-29,1030720,-2.53530403301762
2016-08-30,1065442,-2.6629919003866176
2016-08-31,1175420,-2.2461486541717823
2016-09-01,1133573,-2.2193243805108431
2016-09-02,1049241,-2.5442918915140438
2016-09-03,782813,-2.0659498044289171
2016-09-04,692318,-2.1048691593267255
2016-09-05,1003539,-2.2725621898237756
2016-09-06,1147057,-2.4762628438383145
2016-09-07,1128047,-2.3389351122719795
2016-09-08,1100742,-2.2052521562961696
2016-09-09,1188985,-2.5095060142835672
2016-09-10,738721,-2.662070416887595
2016-09-11,581262,-2.494038783040105
2016-09-12,925779,-2.2855004902068918
2016-09-13,1060922,-2.3628660514732558
2016-09-14,1056055,-2.1148617794314832
2016-09-15,1044720,-2.453809203190163
2016-09-16,1034103,-2.2903323546885486
2016-09-17,723491,-2.7929477407968304
2016-09-18,702682,-3.4278908823646339
2016-09-19,1119794,-2.9413104683940379
2016-09-20,1253725,-2.7876546111290641
2016-09-21,1230321,-2.7617397928060732
2016-09-22,1236337,-2.9570260130858834
2016-09-23,1167740,-2.6854870533915638
2016-09-24,791256,-2.7490531456701337
2016-09-25,715580,-2.72603155213475
2016-09-26,1041342,-2.4625648661691839
2016-09-27,1143409,-2.4615280067175256
2016-09-28,1273928,-2.2973365403475161
2016-09-29,1212896,-2.6397183628013727
2016-09-30,1161736,-2.4571509307091133
2016-10-01,703725,-2.6075100692601585
2016-10-02,628709,-2.48407473716236
2016-10-03,1035243,-2.5226744686494524
2016-10-04,1103602,-2.5588035601212744
2016-10-05,1191933,-2.4829725024755351
2016-10-06,1156829,-2.6974529035293262
2016-10-07,1141069,-2.4650164314636127
2016-10-08,743519,-2.7889662397987052
2016-10-09,696312,-3.1667456161108345
2016-10-10,1110844,-2.8208229381650316
2016-10-11,1071070,-2.4055309789543857
2016-10-12,1100945,-2.6747288877682371
2016-10-13,1166980,-2.5657047722759425
2016-10-14,1120120,-2.2051686455712232
2016-10-15,749563,-2.4644623358798077
2016-10-16,699411,-2.6084409551533718
2016-10-17,1044539,-2.6822446020041735
2016-10-18,1147796,-2.3716116622386521
2016-10-19,1172803,-2.4483597029610982
2016-10-20,1255123,-2.490046872021447
2016-10-21,1103998,-2.4392666755735117
2016-10-22,786995,-2.594301520742611
2016-10-23,623016,-2.3297478742355615
2016-10-24,1023118,-2.3431088314247326
2016-10-25,1128669,-2.5410321805475431
2016-10-26,1133322,-2.34344931253862
2016-10-27,1130624,-2.2054811438116846
2016-10-28,1131320,-2.3363200165126865
2016-10-29,707123,-2.3770612404702103
2016-10-30,627399,-2.222581643302834
2016-10-31,983033,-2.415690694802108
2016-11-01,1014726,-2.179063556046
2016-11-02,1124672,-2.624807077428251
2016-11-03,1071294,-2.5445228819285788
2016-11-04,1061436,-2.6052337038473588
2016-11-05,718292,-2.5298964826901504
2016-11-06,600443,-2.42293562589048
2016-11-07,1065615,-2.2540125556788944
2016-11-08,1097424,-1.9292871968927336
2016-11-09,1472220,-0.97647369239559523
2016-11-10,1202656,-1.5971328842623358
2016-11-11,1047162,-1.8029425054345221
2016-11-12,686718,-2.5137657737000905
2016-11-13,670619,-2.3341418072197171
2016-11-14,1030763,-2.0581022134886751
2016-11-15,1233345,-2.2377151965296274
2016-11-16,1190838,-2.10525289180919
2016-11-17,1127122,-2.0549544723011928
2016-11-18,1090537,-2.0201532336116439
2016-11-19,734148,-2.1266399125810356
2016-11-20,602799,-1.8909588895318321
2016-11-21,977358,-2.2555696783273089
2016-11-22,1073938,-2.3922391780246497
2016-11-23,1097096,-2.1692151068097818
2016-11-24,916169,-2.184131142553865
2016-11-25,887314,-2.5051091406010215
2016-11-26,752327,-2.3055386860847071
2016-11-27,619282,-2.1429827813883162
2016-11-28,970615,-2.2069349819821968
2016-11-29,1114612,-2.1459084535978228
2016-11-30,1108940,-1.9857081372169159
2016-12-01,1055325,-2.0837196432160274
2016-12-02,1006862,-2.133988986293383
2016-12-03,721063,-1.9962431659821429
2016-12-04,643444,-1.7975171011439233
2016-12-05,1065425,-2.1312737595032285
2016-12-06,1124281,-2.2652115343344237
2016-12-07,1134628,-2.3095178597403354
2016-12-08,1080321,-2.2774219725088209
2016-12-09,1012266,-2.3112432642245309
2016-12-10,698210,-2.1176808542456613
2016-12-11,594505,-2.5009664154224467
2016-12-12,929468,-2.1626831360653966
2016-12-13,1194540,-2.3553946104895656
2016-12-14,1157508,-2.5825587465313928
2016-12-15,1120458,-2.5060925321524166
2016-12-16,1099690,-2.4060707459432971
2016-12-17,709351,-2.62924186582189
2016-12-18,604083,-2.7537001812133348
2016-12-19,1107907,-2.766999618126043
2016-12-20,1420253,-3.2210670795731731
2016-12-21,1164973,-2.8341678488109965
2016-12-22,1057351,-2.8582417769077995
2016-12-23,959816,-3.0348722650802995
2016-12-24,642941,-2.7312786749015467
2016-12-25,484506,-2.1733091671135756
2016-12-26,608453,-2.2951087920989437
2016-12-27,834419,-2.2587734672768063
2016-12-28,910418,-2.4489090305482644
2016-12-29,955092,-2.5686736594824469
2016-12-30,842003,-2.7479777264341649
2016-12-31,614582,-2.3120812768468371
2017-01-01,489819,-2.9007580877429207
2017-01-02,683379,-3.3206975882189043
2017-01-03,862412,-2.9199486410182263
2017-01-04,970353,-2.7533788827166417
2017-01-05,970848,-2.6923241276688454
2017-01-06,953061,-2.5623732536248047
2017-01-07,614353,-2.7823585317058543
2017-01-08,662027,-2.8557351610812574
2017-01-09,993406,-2.2857086505043407
2017-01-10,1096748,-2.3777725612385376
2017-01-11,1108735,-2.2852212331930266
2017-01-12,1105867,-2.15864314760891
2017-01-13,1057928,-2.200879848919862
2017-01-14,702037,-2.0919886175335978
2017-01-15,690137,-2.2905826643474203
2017-01-16,998457,-2.113834752408732
2017-01-17,1176530,-2.2194158958558834
2017-01-18,1255798,-2.246817696157946
2017-01-19,1165919,-2.1313861673216867
2017-01-20,1202598,-1.8224952609413025
2017-01-21,914051,-2.1828484089823244
2017-01-22,750052,-1.8813695138949937
2017-01-23,1094904,-2.1706047056059017
2017-01-24,1217370,-1.9581657356603828
2017-01-25,1303360,-2.3258644029865274
2017-01-26,1272046,-2.14598785811484
2017-01-27,1262462,-2.2340435671877312
2017-01-28,963609,-2.4963798730029891
2017-01-29,1067783,-3.0228842903723181
2017-01-30,1446069,-2.9247436830224527
2017-01-31,1459348,-2.6719671036038788
2017-02-01,1330592,-2.3577602656735133
2017-02-02,1345533,-2.5188027236958246
2017-02-03,1271895,-2.8193185575389124
2017-02-04,815118,-2.7530624285300442
2017-02-05,763582,-2.6716710168154538
2017-02-06,1054327,-2.3522870684726636
2017-02-07,1241135,-2.6185920909132969
2017-02-08,1280150,-2.5539589225455313
2017-02-09,1281210,-2.5930305329216221
2017-02-10,1259075,-2.4329605460385078
2017-02-11,766301,-2.6038471251327753
2017-02-12,663430,-2.0716914910737794
2017-02-13,1134464,-2.2144006575128437
2017-02-14,1362165,-2.3434468469753345
2017-02-15,1418285,-2.0646111889680192
2017-02-16,1324867,-2.2024695717226259
2017-02-17,1264055,-2.4987537374969424
2017-02-18,867093,-2.256720531872904
2017-02-19,720802,-2.3301364681599686
2017-02-20,1051983,-2.1989284145759704
2017-02-21,1167408,-2.2824894806005815
2017-02-22,1198000,-2.4581721847590305
2017-02-23,1198059,-2.2747007039640619
2017-02-24,1175389,-2.4906266772679486
