date,total_articles,avg_tone
2015-08-18,735082,-1.0945345752397557
2015-08-19,774417,-1.1540732731807168
2015-08-20,770942,-1.1690831387798284
2015-08-21,728372,-1.2037008226034234
2015-08-22,472211,-1.3330656936521543
2015-08-23,451164,-1.2470441854808278
2015-08-24,720754,-1.210744411337817
2015-08-25,762724,-1.1620989167805245
2015-08-26,785416,-1.0921159687806075
2015-08-27,768815,-1.0337279366066938
2015-08-28,693436,-1.0032323792875069
2015-08-29,486045,-1.3457726241530954
2015-08-30,443286,-1.133061684959543
2015-08-31,723625,-1.1052391091980647
2015-09-01,792399,-1.0574742859277855
2015-09-02,776870,-1.0632632413501706
2015-09-03,780156,-1.0865967472768221
2015-09-04,729515,-1.0731964698508591
2015-09-05,476162,-1.0722005112283002
2015-09-06,456122,-1.0531088919690783
2015-09-07,680319,-1.1500467483353256
2015-09-08,766056,-1.1000945062538032
2015-09-09,801734,-0.96941362937284192
2015-09-10,808066,-1.0228953305884356
2015-09-11,760463,-1.0956179018317809
2015-09-12,487291,-1.0982157066146896
2015-09-13,453909,-1.0641733934770987
2015-09-14,736365,-1.0426385134520983
2015-09-15,800346,-1.0142788904150108
2015-09-16,802993,-0.9858269806404405
2015-09-17,811221,-1.0279626458930837
2015-09-18,755100,-0.985131071503657
2015-09-19,488436,-1.0032991696297144
2015-09-20,446133,-0.84558811295020553
2015-09-21,738330,-0.82596607123130128
2015-09-22,748498,-0.95413675646462781
2015-09-23,728256,-0.82698449522286988
2015-09-24,738479,-0.94334484406725883
2015-09-25,700762,-0.88484249737202936
2015-09-26,470528,-0.93523278194782777
2015-09-27,431971,-0.88559446434603484
2015-09-28,707675,-0.927645280947609
2015-09-29,778475,-1.0019165423444627
2015-09-30,800524,-0.91717440454987231
2015-10-01,771718,-1.0021709112343014
2015-10-02,701183,-1.0895635264957475
2015-10-03,454352,-1.1610431407981199
2015-10-04,435025,-1.1789010382924854
2015-10-05,711785,-0.97499895967705674
2015-10-06,759521,-0.99895411747923013
2015-10-07,759594,-0.98476331627849589
2015-10-08,790741,-0.94165946240782339
2015-10-09,736184,-0.97100757210390254
2015-10-10,499862,-1.3011165844576509
2015-10-11,454331,-1.2538303178876746
2015-10-12,701691,-1.0199966540455434
2015-10-13,797337,-1.053682375298959
2015-10-14,800341,-1.0178113421376276
2015-10-15,825145,-0.95641623769099837
2015-10-16,758042,-0.98787061233532825
2015-10-17,486178,-1.1347550746662429
2015-10-18,454692,-1.0501469477812748
2015-10-19,740276,-0.997587161257552
2015-10-20,800428,-0.95490626609720541
2015-10-21,97745,-0.69223630758945232
2015-10-22,29871,-1.2716403094232136
2015-10-23,761899,-1.0456415197325881
2015-10-24,495176,-1.109964643116125
2015-10-25,456547,-1.0746369326443317
2015-10-26,767424,-0.95449101213664034
2015-10-27,799041,-0.95261814223010832
2015-10-28,820918,-0.92650923493263893
2015-10-29,816908,-0.93078031256078364
2015-10-30,742470,-0.96382933497307188
2015-10-31,489985,-1.1708767381366132
2015-11-01,469481,-1.0075570781758427
2015-11-02,737178,-0.874487616765737
2015-11-03,788504,-1.0004423830696163
2015-11-04,807147,-1.0089516788615134
2015-11-05,806043,-0.91267772619318588
2015-11-06,758666,-0.93924254312496536
2015-11-07,451095,-0.984524476681814
2015-11-08,431316,-0.95576599924435568
2015-11-09,750361,-0.90398896840412446
2015-11-10,785392,-0.91026131611897332
2015-11-11,767615,-0.87139126707154413
2015-11-12,780227,-0.884317355489665
2015-11-13,772865,-1.0193729886745544
2015-11-14,525125,-2.3331488163653598
2015-11-15,438241,-1.8774786341889671
2015-11-16,658756,-1.4863570865245388
2015-11-17,496856,-1.2344926856419567
2015-11-18,759129,-1.2919656477923791
2015-11-19,688076,-1.2448590671290869
2015-11-20,711210,-1.1361427516621081
2015-11-21,466392,-1.3338845131348878
2015-11-22,422063,-1.2383849709386523
2015-11-23,707291,-0.988447889116741
2015-11-24,790593,-1.151052114670069
2015-11-25,800769,-1.1058216960088496
2015-11-26,637966,-1.0410724748922062
2015-11-27,622091,-1.0744341419503649
2015-11-28,427441,-1.2245184239920437
2015-11-29,412608,-1.0521349326332856
2015-11-30,689444,-0.88045133588494939
2015-12-01,679878,-0.902040848544179
2015-12-02,734381,-0.91178840782057513
2015-12-03,740789,-1.1109017116972626
2015-12-04,657638,-0.995489855066346
2015-12-05,449648,-1.0370290769901875
2015-12-06,421825,-0.988897978992683
2015-12-07,714050,-0.92287443690391635
2015-12-08,634626,-0.997903786451853
2015-12-09,795773,-0.96508363513203377
2015-12-10,797773,-0.88070560381156415
2015-12-11,727317,-0.9132419182704864
2015-12-12,492468,-0.88603340713839107
2015-12-13,435902,-0.8310624123480953
2015-12-14,726315,-0.8881745297051834
2015-12-15,783374,-0.950294815183511
2015-12-16,784639,-0.95612504508356266
2015-12-17,763347,-0.87511711052511743
2015-12-18,736644,-0.8217854451945229
2015-12-19,464776,-0.92287584544253365
2015-12-20,446269,-0.90644429467293841
2015-12-21,696453,-0.87800769939503831
2015-12-22,705632,-0.92558170619197477
2015-12-23,705361,-0.96086649928698609
2015-12-24,568262,-0.92711534959007491
2015-12-25,388058,-0.84615032120443989
2015-12-26,351033,-1.1810421035000187
2015-12-27,321814,-1.2561905679845695
2015-12-28,566595,-1.1165644094408591
2015-12-29,619856,-1.1960436837557755
2015-12-30,534688,-1.1364648457126623
2015-12-31,448232,-1.0094396924281859
2016-01-01,343366,-0.98985384347654837
2016-01-02,369108,-1.2783036198332784
2016-01-03,366756,-1.3838224796985303
2016-01-04,644541,-1.1839152763698588
2016-01-05,702801,-1.1608042624364321
2016-01-06,676276,-1.0065121120379328
2016-01-07,654505,-1.1066700958142521
2016-01-08,673046,-1.224640005259463
2016-01-09,462214,-1.3063983867074829
2016-01-10,440421,-1.0621859104294218
2016-01-11,715389,-0.86259196001390825
2016-01-12,761519,-1.1718528405843549
2016-01-13,797738,-1.1126398333825835
2016-01-14,789559,-1.131258873166344
2016-01-15,755834,-1.1459807596262714
2016-01-16,503637,-1.2866682618834429
2016-01-17,454054,-1.1384181566386795
2016-01-18,708917,-1.0574708126307448
2016-01-19,780171,-1.0572545594421663
2016-01-20,774688,-1.123732975282973
2016-01-21,800282,-1.0922777984931167
2016-01-22,749131,-1.1035912375501198
2016-01-23,487030,-1.1715477663189373
2016-01-24,433434,-1.0809465552108448
2016-01-25,708554,-1.0247960452981761
2016-01-26,740535,-1.0801934308726355
2016-01-27,778634,-1.141986910201656
2016-01-28,780030,-1.0415923849157323
2016-01-29,720395,-1.071152078630436
2016-01-30,488101,-1.1193325680273292
2016-01-31,458059,-1.138360668353035
2016-02-01,795708,-1.0042168914186438
2016-02-02,840376,-0.984499145536616
2016-02-03,824483,-1.0683767904168522
2016-02-04,854119,-1.0737208947343189
2016-02-05,803544,-1.1104890659654705
2016-02-06,536543,-1.193927591423696
2016-02-07,470354,-1.032268685919902
2016-02-08,690801,-1.0278718256559989
2016-02-09,720026,-1.1679316661437562
2016-02-10,753415,-1.0468490555630654
2016-02-11,727465,-1.1562985512074777
2016-02-12,663692,-1.0933155881201393
2016-02-13,482077,-1.0515718791062756
2016-02-14,441121,-0.9253216988230577
2016-02-15,637752,-0.94082750142900817
2016-02-16,770583,-0.98109363798402749
2016-02-17,738341,-1.0491728801809732
2016-02-18,808479,-1.200748586164839
2016-02-19,702265,-1.0800532044614164
2016-02-20,532854,-1.0563528971218545
2016-02-21,486244,-1.1816490746836814
2016-02-22,661243,-1.0266054378837151
2016-02-23,787804,-1.0713932594296092
2016-02-24,841927,-1.0619791372416123
2016-02-25,829256,-1.0116959141964261
2016-02-26,821193,-1.0889108786778912
2016-02-27,545204,-1.1384619036057326
2016-02-28,494978,-1.0524803886877276
2016-02-29,796466,-0.84394898946696861
2016-03-01,844138,-1.0010774723690903
2016-03-02,855229,-0.96885004685507636
2016-03-03,855116,-1.0272474855081979
2016-03-04,819045,-1.044253329230471
2016-03-05,529244,-1.0326422334280192
2016-03-06,492457,-1.0424162681375491
2016-03-07,760948,-0.9999031335739641
2016-03-08,804049,-0.99663539768215514
2016-03-09,841173,-0.98416757370951991
2016-03-10,845807,-1.0260682355612083
2016-03-11,813086,-1.0459244859467107
2016-03-12,534296,-1.1919617515936491
2016-03-13,473464,-1.2083128040170636
2016-03-14,789826,-1.2122498790543039
2016-03-15,848756,-1.11414155943443
2016-03-16,847173,-1.0370644721160274
2016-03-17,836365,-1.0000606833487986
2016-03-18,789041,-1.0344049858139044
2016-03-19,512805,-1.3569930176026166
2016-03-20,492362,-1.164173679418312
2016-03-21,777004,-0.95179093449104735
2016-03-22,830359,-1.5417389231130303
2016-03-23,830249,-1.3791029930219234
2016-03-24,792420,-1.3022115503936487
2016-03-25,658876,-1.3697561654519188
2016-03-26,490659,-1.3400802665780049
2016-03-27,466017,-1.3512038042721979
2016-03-28,673172,-1.2992184236318498
2016-03-29,780162,-1.2677409662505146
2016-03-30,826934,-1.1359874812454711
2016-03-31,846877,-1.1818174977831575
2016-04-01,782905,-1.0704022499653312
2016-04-02,526143,-1.2967138849140236
2016-04-03,486059,-1.2125262178382694
2016-04-04,769052,-1.1377879892518898
2016-04-05,777776,-1.1769418052872453
2016-04-06,849206,-1.1352337337100857
2016-04-07,841593,-1.0901596423734965
2016-04-08,780646,-1.0578860247129118
2016-04-09,525744,-1.192267832521519
2016-04-10,479223,-1.1893351471426659
2016-04-11,761283,-1.0813337763260775
2016-04-12,829428,-1.1097953819508932
2016-04-13,839803,-1.0959416206775141
2016-04-14,729727,-1.0628465091141097
2016-04-15,556487,-1.0619805651528216
2016-04-16,373021,-1.1653640849371216
2016-04-17,355670,-1.1324275681757436
2016-04-18,711311,-1.0991252381283607
2016-04-19,775508,-0.92036318569269049
2016-04-20,905311,-0.83616371528488354
2016-04-21,902596,-0.72374902281941678
2016-04-22,861925,-0.700565318607559
2016-04-23,558852,-0.86036105782788685
2016-04-24,518791,-0.74383575418824066
2016-04-25,865796,-0.76412581802020141
2016-04-26,977559,-0.87081284838602457
2016-04-27,976086,-0.85153062127410639
2016-04-28,943061,-0.8768561253204129
2016-04-29,903386,-0.84771651209493759
2016-04-30,577946,-0.90925587613024028
2016-05-01,531027,-0.84351234595319391
2016-05-02,786231,-0.8283838797921661
2016-05-03,925568,-0.835507475739913
2016-05-04,795300,-0.81643151890668542
2016-05-05,862966,-0.76812013066471829
2016-05-06,836939,-0.80708771448196392
2016-05-07,555340,-0.85345524801898942
2016-05-08,511821,-0.90596210226521146
2016-05-09,806098,-0.78606181139602682
2016-05-10,934130,-0.91802336504036175
2016-05-11,971368,-0.91391703082565412
2016-05-12,892870,-0.9109215446762492
2016-05-13,865843,-0.92673577837115129
2016-05-14,569264,-0.99155657652279872
2016-05-15,505650,-0.931244718178777
2016-05-16,728988,-0.84018771528794678
2016-05-17,865880,-0.88460286702960655
2016-05-18,893662,-0.8838945536779339
2016-05-19,864110,-0.89629800357218625
2016-05-20,836916,-0.88076075037601542
2016-05-21,565220,-0.99288221637190743
2016-05-22,516020,-0.84571394174188153
2016-05-23,813682,-0.86973372603523258
2016-05-24,947805,-0.92342565486809514
2016-05-25,927357,-0.86321430868920634
2016-05-26,937038,-0.882545360492699
2016-05-27,858127,-0.90196168055614323
2016-05-28,569226,-1.0243790694533743
2016-05-29,523106,-1.0368658874193406
2016-05-30,739864,-1.013461057724796
2016-05-31,888989,-1.0561430772179596
2016-06-01,955944,-0.92557856667374572
2016-06-02,922217,-0.99883409802399992
2016-06-03,879691,-1.0305221926275026
2016-06-04,640957,-0.84386253170910641
2016-06-05,563000,-0.90640791239292628
2016-06-06,834355,-0.89823272698611545
2016-06-07,915580,-0.98098999141992183
2016-06-08,921761,-0.93956888924697068
2016-06-09,883523,-0.99323357616022534
2016-06-10,839847,-0.87739268519691349
2016-06-11,553645,-0.97878988412900114
2016-06-12,531864,-1.3399170726883427
2016-06-13,829997,-1.236653025498921
2016-06-14,948110,-1.2297309586009351
2016-06-15,937818,-1.0747464715239228
2016-06-16,934891,-1.0275294077065831
2016-06-17,796924,-1.0048739568468816
2016-06-18,559831,-1.151204364724532
2016-06-19,512791,-1.0299651167196977
2016-06-20,833171,-1.0405595535970904
2016-06-21,914940,-1.0559712968640744
2016-06-22,923081,-0.95376354040788947
2016-06-23,906140,-1.0200299466682363
2016-06-24,899760,-0.80882218034084641
2016-06-25,560210,-1.0254181097521213
2016-06-26,519442,-0.930791644794487
2016-06-27,831663,-0.87142333843923714
2016-06-28,900082,-0.98809471712301422
2016-06-29,882058,-1.2086535535733109
2016-06-30,921393,-0.99230910953674112
2016-07-01,851949,-0.94376902239120741
2016-07-02,557850,-1.2699427333661315
2016-07-03,492906,-1.286368897890914
2016-07-04,746663,-1.0074931662019528
2016-07-05,842114,-0.99030353427864182
2016-07-06,834251,-1.0847539794101981
2016-07-07,862103,-1.0390408627840253
2016-07-08,827313,-1.3445782552855907
2016-07-09,542189,-1.2603360707663451
2016-07-10,505958,-1.2976946404211029
2016-07-11,806847,-0.98556638143582254
2016-07-12,889094,-1.0464334119270411
2016-07-13,898813,-0.96818791137341587
2016-07-14,900067,-0.90870972091602642
2016-07-15,853493,-1.2937696806215686
2016-07-16,573702,-1.3280966883023939
2016-07-17,506198,-1.4698582411814589
2016-07-18,786620,-1.1978596540293081
2016-07-19,856082,-1.1486616936087204
2016-07-20,878415,-1.0336734633396572
2016-07-21,871175,-1.0299416731084017
2016-07-22,831742,-1.0600209676110377
2016-07-23,545979,-1.4292650618423506
2016-07-24,499195,-1.3265921157321421
2016-07-25,808519,-1.259868764744231
2016-07-26,866066,-1.2589297361809038
2016-07-27,812319,-1.0601384371012832
2016-07-28,874767,-0.97699014460494316
2016-07-29,838418,-1.0139963808866275
2016-07-30,531188,-1.3504727129929992
2016-07-31,490158,-1.2298497306770684
2016-08-01,792050,-1.0327994113407843
2016-08-02,852466,-1.0847913841276282
2016-08-03,871305,-1.0171206832790103
2016-08-04,852822,-1.139978576024322
2016-08-05,798745,-1.0875291640901705
2016-08-06,517631,-1.1288446363514473
2016-08-07,482179,-1.0911684916929174
2016-08-08,797502,-1.0563522356018826
2016-08-09,847283,-1.0169832468706907
2016-08-10,867970,-1.1103466265816344
2016-08-11,862056,-1.0560792286997691
2016-08-12,817907,-0.98737778522431074
2016-08-13,527109,-1.0903872900818563
2016-08-14,501741,-1.0248446443262789
2016-08-15,756557,-0.99320322558597152
2016-08-16,861242,-1.0462774347145902
2016-08-17,845416,-1.0372265813609003
2016-08-18,847929,-1.0647532953475238
2016-08-19,817176,-0.93869989030823442
2016-08-20,524000,-0.82266443851431159
2016-08-21,502060,-1.0775114496172855
2016-08-22,800673,-0.90946770805147481
2016-08-23,886238,-0.94048299394692869
2016-08-24,888705,-0.93663982118514311
2016-08-25,902733,-0.88741621015987182
2016-08-26,837061,-1.1051742999198704
2016-08-27,539822,-1.1823786933383937
2016-08-28,511846,-1.0554293163624038
2016-08-29,840749,-0.96126150160461277
2016-08-30,879983,-0.98474523561846883
2016-08-31,909975,-0.91994141900736681
2016-09-01,881586,-0.8494709628187419
2016-09-02,814435,-0.99362138493275753
2016-09-03,520096,-1.027305726536287
2016-09-04,483215,-0.95823010302847178
2016-09-05,729348,-0.96280991609055477
2016-09-06,843864,-0.96288459025307638
2016-09-07,876845,-0.93245620372220039
2016-09-08,883554,-0.84165742442133451
2016-09-09,826528,-0.98014747195792051
2016-09-10,536847,-1.0711013528035755
2016-09-11,485776,-1.0726570971957425
2016-09-12,775173,-0.885239862395766
2016-09-13,859479,-0.90256722673132306
2016-09-14,859314,-0.84754556212944709
2016-09-15,807044,-0.94686398626043455
2016-09-16,809495,-0.96292800771621423
2016-09-17,521549,-1.0613935068282083
2016-09-18,513430,-1.3543076083295629
2016-09-19,828069,-1.0194877996291467
2016-09-20,865055,-1.0898459923023942
2016-09-21,893731,-1.029928585634877
2016-09-22,865576,-1.0194662406468249
2016-09-23,824984,-0.96128082817970717
2016-09-24,550020,-1.0399609194604753
2016-09-25,484741,-1.1059665992314636
2016-09-26,803565,-0.94341818016355283
2016-09-27,877845,-0.99774471513795848
2016-09-28,890355,-0.96134961370218275
2016-09-29,877848,-0.97809988198401854
2016-09-30,861451,-0.92851739526626909
2016-10-01,534757,-1.0021627379513092
2016-10-02,491325,-1.0309633119181283
2016-10-03,789521,-0.973443280410864
2016-10-04,848482,-0.983611136075548
2016-10-05,873724,-0.98948359102112393
2016-10-06,881393,-1.0516079415356046
2016-10-07,828042,-0.9777544542754999
2016-10-08,553185,-1.1441072147258036
2016-10-09,502373,-1.2550255493473019
2016-10-10,789217,-1.102211866555054
2016-10-11,868937,-1.0379279081870603
2016-10-12,861316,-1.091834528848836
2016-10-13,871364,-0.92910128508412759
2016-10-14,831818,-0.88608558749622957
2016-10-15,561610,-1.1301024054309852
2016-10-16,506216,-1.1305346527273155
2016-10-17,799331,-1.0827901720124
2016-10-18,897314,-0.93143896520043212
2016-10-19,918488,-0.93141662468885722
2016-10-20,892959,-0.99645551951114741
2016-10-21,841965,-1.0128275932224886
2016-10-22,540413,-1.1255992801753274
2016-10-23,492550,-1.0468987142978752
2016-10-24,800894,-0.89798758511656329
2016-10-25,861548,-0.97902717969867237
2016-10-26,881548,-0.88453580698686829
2016-10-27,881758,-0.82313324008404287
2016-10-28,844234,-0.827742029784955
2016-10-29,526289,-0.86631126399474689
2016-10-30,494707,-0.9119820687267014
2016-10-31,803890,-0.90615752785251857
2016-11-01,811774,-0.87716381451029257
2016-11-02,877164,-0.91564357615797975
2016-11-03,885551,-0.78813909801553628
2016-11-04,825027,-0.97477463805101028
2016-11-05,532254,-1.1029302865342194
2016-11-06,486227,-1.0174202423160261
2016-11-07,810760,-0.85963747849751759
2016-11-08,861245,-0.7427301278256957
2016-11-09,914251,-0.4612342042249527
2016-11-10,856428,-0.64934772337554325
2016-11-11,793573,-0.68225302990342351
2016-11-12,525328,-0.98936206837868979
2016-11-13,488576,-0.88931124522138283
2016-11-14,800824,-0.78314920114313358
2016-11-15,872290,-0.86642999804809873
2016-11-16,850904,-0.780246636034481
2016-11-17,877118,-0.76393233486795376
2016-11-18,834527,-0.76103751252752949
2016-11-19,536099,-0.90040771385847984
2016-11-20,487063,-0.88246084268276559
2016-11-21,806604,-0.75826103183441484
2016-11-22,855322,-0.91728200914120739
2016-11-23,832180,-0.83699378797850732
2016-11-24,785580,-0.88729200543452214
2016-11-25,759127,-0.96054795749503741
2016-11-26,523246,-1.005246236544002
2016-11-27,476431,-0.93703244898577531
2016-11-28,783868,-0.88478421945988317
2016-11-29,861873,-0.9283406755489545
2016-11-30,863509,-0.8101516668988169
2016-12-01,876465,-0.691209825823058
2016-12-02,817595,-0.779891511312587
2016-12-03,526400,-0.85166587011549133
2016-12-04,486130,-0.8580781525053286
2016-12-05,792177,-0.81233182893331868
2016-12-06,826004,-0.81762797816228283
2016-12-07,848629,-0.88083459872768644
2016-12-08,833929,-0.8413916163560502
2016-12-09,798512,-0.87321453438007635
2016-12-10,533460,-0.85140998413211977
2016-12-11,488265,-1.3027252487215595
2016-12-12,778251,-0.83715560039552872
2016-12-13,857922,-0.857377651551185
2016-12-14,857259,-0.82147862412485473
2016-12-15,831675,-0.91772365976759829
2016-12-16,802536,-0.92459197442673169
2016-12-17,509276,-1.1659393933107141
2016-12-18,463145,-1.1408212155334874
2016-12-19,784419,-1.0580059850822809
2016-12-20,829094,-1.1833576382058422
2016-12-21,816051,-1.0835114834243036
2016-12-22,761346,-0.95038965988990842
2016-12-23,699280,-1.0034620865385093
2016-12-24,457728,-0.84374315647676235
2016-12-25,410525,-0.917618634595893
2016-12-26,541617,-0.99912752591277887
2016-12-27,697333,-0.99959626268998836
2016-12-28,726200,-0.96709433892121077
2016-12-29,706124,-1.0206613630266685
2016-12-30,684716,-1.0223836381024565
2016-12-31,454178,-0.83083594679386674
2017-01-01,406491,-1.3198922689456363
2017-01-02,569841,-1.3416617636093795
2017-01-03,742366,-1.1449533747092566
2017-01-04,814848,-1.0281022782107263
2017-01-05,806679,-1.0799615137573984
2017-01-06,744620,-1.0601333586461084
2017-01-07,400338,-1.1302413181729047
2017-01-08,474649,-1.1730659722697663
2017-01-09,799224,-0.76620733308741928
2017-01-10,798420,-0.98467065104005447
2017-01-11,816201,-1.0246627241061865
2017-01-12,844314,-0.94375252427875556
2017-01-13,809299,-0.9194627833564385
2017-01-14,522986,-1.0043991247359323
2017-01-15,474306,-1.0047111086253477
2017-01-16,702455,-0.97470438607597887
2017-01-17,823294,-0.96335871598116585
2017-01-18,861296,-0.92596272737614227
2017-01-19,838930,-0.88044640071241
2017-01-20,811359,-0.79673820026313014
2017-01-21,524636,-0.92296835800509858
2017-01-22,481747,-0.94066449105437089
2017-01-23,793535,-0.99187002779508349
2017-01-24,862345,-0.82004453371849351
2017-01-25,862875,-0.84501518489471761
2017-01-26,824789,-0.8745863110678832
2017-01-27,810983,-0.93855700049603
2017-01-28,506540,-0.923729735123399
2017-01-29,475876,-1.1259237988851793
2017-01-30,766532,-1.1347674955073148
2017-01-31,838167,-1.0642737625550436
2017-02-01,807424,-0.95543533480975684
2017-02-02,824421,-0.98235039827155735
2017-02-03,774328,-1.0955688173242712
2017-02-04,524726,-1.1182607832547298
2017-02-05,468586,-1.0684811274909585
2017-02-06,746152,-0.91878361876945536
2017-02-07,836941,-1.0564349601171681
2017-02-08,890424,-1.05588752651418
2017-02-09,856205,-1.0256132239194353
2017-02-10,803986,-0.91487148080892744
2017-02-11,522459,-1.0248862628745854
2017-02-12,475577,-0.88204706567652424
2017-02-13,794366,-0.68958169456723328
2017-02-14,841162,-0.88174122063235116
2017-02-15,817883,-0.83672023597011691
2017-02-16,853714,-0.95287279453550278
2017-02-17,841577,-1.02713067961185
2017-02-18,511192,-1.0910891425095588
2017-02-19,461675,-1.090989284365729
2017-02-20,730195,-0.969848360463765
2017-02-21,813365,-1.0323089668847285
2017-02-22,841610,-0.99542021648645751
2017-02-23,853142,-0.89306741741180518
2017-02-24,804518,-0.94282518632501389
2017-02-25,512508,-0.98203058140146993
2017-02-26,483196,-0.91227013534300827
2017-02-27,752703,-0.64585109021274223
2017-02-28,794774,-1.0068105456619136
2017-03-01,842243,-0.85727651360607726
2017-03-02,841294,-0.95249531317960223
2017-03-03,782213,-0.97547181170687491
2017-03-04,523822,-1.0599086305348266
2017-03-05,455552,-0.99895342371682339
2017-03-06,783782,-0.92142961806867674
2017-03-07,847448,-0.999300342080031
2017-03-08,860136,-0.85864807896024509
2017-03-09,870133,-0.96199730965889285
2017-03-10,815612,-1.0096041164178047
2017-03-11,521049,-1.0743768999117123
2017-03-12,468990,-1.0447102474391814
2017-03-13,755775,-0.92157107190886889
2017-03-14,825534,-0.92977023041259621
2017-03-15,838286,-0.98784016597636592
2017-03-16,890573,-0.90512259021419483
2017-03-17,811051,-0.90397527094385943
2017-03-18,500226,-1.041534974132158
2017-03-19,443276,-0.88688835570140279
2017-03-20,719022,-0.86057995729292569
2017-03-21,815164,-0.89172329522842975
2017-03-22,810997,-1.1736359057729211
2017-03-23,762312,-1.266340494410332
2017-03-24,759133,-1.0991536771052643
2017-03-25,486968,-1.0964439424968702
2017-03-26,449476,-1.2212921873860791
2017-03-27,711988,-1.0213514637472352
2017-03-28,813987,-0.97515959813158049
2017-03-29,859634,-0.90124647655349288
2017-03-30,846211,-0.9573902003383945
2017-03-31,802802,-0.97673694634586428
2017-04-01,492276,-1.0706143248271125
2017-04-02,449276,-1.0419827218304922
2017-04-03,748590,-1.0977885737191424
2017-04-04,803438,-1.1806625282121719
2017-04-05,828984,-1.0939911460223235
2017-04-06,806655,-1.0567118142975249
2017-04-07,809608,-1.3307571407549124
2017-04-08,498979,-1.2867899561705389
2017-04-09,465333,-1.4699633361054731
2017-04-10,760522,-1.0660265328219651
2017-04-11,823424,-1.2022752947451856
2017-04-12,819043,-1.0144296256376828
2017-04-13,798010,-1.018831789100725
2017-04-14,602759,-1.1429589694958666
2017-04-15,467068,-1.2104490414913547
2017-04-16,431784,-0.99353378617761789
2017-04-17,636654,-0.98050197538739026
2017-04-18,784818,-0.98308454168202042
2017-04-19,745027,-1.003072326615895
2017-04-20,792559,-1.0032665751107934
2017-04-21,754943,-1.1153398745805285
2017-04-22,462284,-1.016443251008168
2017-04-23,422913,-0.88236729724394425
2017-04-24,706924,-0.92094783433244509
2017-04-25,800197,-1.0049719760617526
2017-04-26,792950,-0.97823390661576126
2017-04-27,821836,-0.95970719023852646
2017-04-28,749536,-0.91219795556444794
2017-04-29,493228,-0.93884457210887629
2017-04-30,427687,-0.93348137314328394
2017-05-01,601025,-0.91101451116122212
2017-05-02,714095,-0.92320109120652172
2017-05-03,771473,-0.90104064294575625
2017-05-04,684148,-0.79527125212799654
2017-05-05,627528,-0.87867008452703321
2017-05-06,449688,-1.0118655512374701
2017-05-07,424543,-0.76899705777456029
2017-05-08,676199,-0.64126515819799468
2017-05-09,708688,-0.82368806673135342
2017-05-10,725750,-0.78437989246060758
2017-05-11,708527,-0.79771122875030653
2017-05-12,703923,-0.8598172266893449
2017-05-13,457630,-0.929091910138268
2017-05-14,415127,-0.71958777449255507
2017-05-15,692982,-0.82480056617301434
2017-05-16,745224,-0.99176448967372344
2017-05-17,751422,-0.97094764232481323
2017-05-18,807192,-0.92941439804704706
2017-05-19,725168,-0.93173722915046808
2017-05-20,469162,-0.70731568727177774
2017-05-21,397193,-0.7496830092016189
2017-05-22,703410,-0.71422083491231492
2017-05-23,763543,-1.3620825547041735
2017-05-24,724534,-1.0833152935913761
2017-05-25,723851,-1.0368514436683129
2017-05-26,710468,-1.0772974361552348
2017-05-27,489662,-1.1355693418404174
2017-05-28,445531,-0.99712044006241363
2017-05-29,602905,-0.98538995694975273
2017-05-30,661364,-1.0801731088997266
2017-05-31,745598,-1.0104770078032805
2017-06-01,741978,-0.82611100999055309
2017-06-02,718233,-0.88197187865482451
2017-06-03,441353,-1.0437458237090369
2017-06-04,429888,-1.5851193196178899
2017-06-05,703909,-1.1109504737186333
2017-06-06,730763,-1.056317461719791
2017-06-07,733602,-1.1205366375889119
2017-06-08,766153,-0.93310330951834364
2017-06-09,756354,-0.91560670387559939
2017-06-10,434245,-1.0347894571299496
2017-06-11,427119,-0.88648438615298653
2017-06-12,677057,-0.84196930634760914
2017-06-13,732355,-0.97298740251758264
2017-06-14,782690,-1.048525846339603
2017-06-15,754684,-1.0239817289170003
2017-06-16,710411,-1.0509203110140073
2017-06-17,441062,-1.1992543877004727
2017-06-18,440079,-1.1676075455802162
2017-06-19,689710,-1.1621097099068687
2017-06-20,712746,-1.1158308189295534
2017-06-21,753888,-0.8945018118389011
2017-06-22,708539,-0.93216232915979513
2017-06-23,655276,-0.95024019197524978
2017-06-24,464277,-1.0107650133148847
2017-06-25,370614,-0.86685248664709547
2017-06-26,600683,-0.74558392657222539
2017-06-27,576367,-0.98457207012045189
2017-06-28,617407,-0.99622030110300708
2017-06-29,558539,-1.0245559964065531
2017-06-30,582673,-0.931156830787092
2017-07-01,392292,-1.0300649826400265
2017-07-02,372085,-1.2103833299313711
2017-07-03,556503,-0.9751140896177064
2017-07-04,540574,-0.94240035612448869
2017-07-05,513066,-0.94553920056134355
2017-07-06,595102,-1.0100643107519296
2017-07-07,560858,-1.1278598480939448
2017-07-08,398995,-1.1750263130138192
2017-07-09,376913,-1.0054767654486665
2017-07-10,545893,-0.95594071749539666
2017-07-11,608422,-1.0509155256216522
2017-07-12,629069,-1.038315664587544
2017-07-13,593787,-0.97486682368704036
2017-07-14,563130,-1.0673974754679103
2017-07-15,375326,-1.1885824548619144
2017-07-16,341729,-1.1266543741849806
2017-07-17,554120,-1.0753407759542317
2017-07-18,578738,-1.0883206811251198
2017-07-19,625689,-1.0165851963623143
2017-07-20,581126,-1.0184043468436432
